,0,1
0,2003.0,0.00274147058000149
1,2003.2323232323233,0.0029633251421117214
2,2003.4646464646464,0.0032130472612241705
3,2003.6969696969697,0.0034954688845592755
4,2003.9292929292928,0.0038165067022571508
5,2004.1616161616162,0.004183464840274662
6,2004.3939393939395,0.004605439448034269
7,2004.6262626262626,0.005093865456642701
8,2004.858585858586,0.0056632638787691035
9,2005.090909090909,0.00633227488212065
10,2005.3232323232323,0.007125101555127453
11,2005.5555555555557,0.008073546874386344
12,2005.7878787878788,0.00921990633130059
13,2006.020202020202,0.010621078577990264
14,2006.2525252525252,0.012354348320288904
15,2006.4848484848485,0.014525276421611989
16,2006.7171717171718,0.0172777079773427
17,2006.949494949495,0.02080437124217852
18,2007.1818181818182,0.02535248251713303
19,2007.4141414141413,0.031210267781068342
20,2007.6464646464647,0.03864728291810661
21,2007.878787878788,0.04777287314109651
22,2008.111111111111,0.05830033352888069
23,2008.3434343434344,0.06929278344497666
24,2008.5757575757575,0.07909595158673546
25,2008.8080808080808,0.08568779863995908
26,2009.040404040404,0.08743810876801171
27,2009.2727272727273,0.0838791944747564
28,2009.5050505050506,0.07594685446514857
29,2009.7373737373737,0.06550654383914228
30,2009.969696969697,0.05452226474271816
31,2010.20202020202,0.04441369812857092
32,2010.4343434343434,0.035868901839881104
33,2010.6666666666667,0.02900585611874591
34,2010.8989898989898,0.023637152091405954
35,2011.1313131313132,0.01947557680545674
36,2011.3636363636363,0.01624348143703863
37,2011.5959595959596,0.013712474587910835
38,2011.828282828283,0.011707909910320391
39,2012.060606060606,0.010100492740688555
40,2012.2929292929293,0.008795534263664796
41,2012.5252525252524,0.007723620842261372
42,2012.7575757575758,0.006833493640560167
43,2012.989898989899,0.006086902092930805
44,2013.2222222222222,0.005454964569291669
45,2013.4545454545455,0.004915609088075732
46,2013.6868686868686,0.004451767875750809
47,2013.919191919192,0.004050093779724196
48,2014.1515151515152,0.003700038416875634
49,2014.3838383838383,0.0033931827012854913
50,2014.6161616161617,0.0031227450839087173
51,2014.8484848484848,0.0028832162511623245
52,2015.080808080808,0.0026700848070957788
53,2015.3131313131314,0.0024796291407058265
54,2015.5454545454545,0.0023087579593882557
55,2015.7777777777778,0.0021548869786968787
56,2016.010101010101,0.0020158427404558615
57,2016.2424242424242,0.0018897869767889046
58,2016.4747474747476,0.0017751566731494415
59,2016.7070707070707,0.001670616227607148
60,2016.939393939394,0.0015750190043790186
61,2017.171717171717,0.0014873762378361038
62,2017.4040404040404,0.0014068317285970966
63,2017.6363636363637,0.001332641134318683
64,2017.8686868686868,0.0012641549284692828
65,2018.1010101010102,0.0012008043049181391
66,2018.3333333333333,0.0011420894618798295
67,2018.5656565656566,0.0010875698181206626
68,2018.79797979798,0.001036855806460366
69,2019.030303030303,0.0009896019611495806
70,2019.2626262626263,0.0009455010716170329
71,2019.4949494949494,0.0009042792190231831
72,2019.7272727272727,0.0008656915467846934
73,2019.9595959595958,0.0008295186438294576
74,2020.1919191919192,0.000795563441372958
75,2020.4242424242425,0.0007636485416898159
76,2020.6565656565656,0.0007336139116055425
77,2020.888888888889,0.0007053148849766621
78,2021.121212121212,0.000678620427813857
79,2021.3535353535353,0.0006534116273658854
80,2021.5858585858587,0.0006295803727682072
81,2021.8181818181818,0.0006070282000291946
82,2022.050505050505,0.0005856652783999125
83,2022.2828282828282,0.0005654095187130295
84,2022.5151515151515,0.0005461857872214123
85,2022.7474747474748,0.0005279252109245094
86,2022.979797979798,0.0005105645624271404
87,2023.2121212121212,0.0004940457141032192
88,2023.4444444444443,0.000478315152791188
89,2023.6767676767677,0.0004633235474766396
90,2023.909090909091,0.0004490253634583956
91,2024.141414141414,0.0004353785173776056
92,2024.3737373737374,0.00042234406824208126
93,2024.6060606060605,0.00040988594022044216
94,2024.8383838383838,0.00039797067352944526
95,2025.0707070707072,0.00038656720021032265
96,2025.3030303030303,0.00037564664199391727
97,2025.5353535353536,0.00036518212780442007
98,2025.7676767676767,0.0003551486287525538
99,2026.0,0.00034552280872972285
